Accession	Organism_Name	GenBank_RefSeq	Assembly	SRA_Accession	Submitters	Organization	Org_location	Release_Date	Isolate	Species	Genus	Family	Molecule_type	Length	Nuc_Completeness	Genotype	Segment	Publications	Geo_Location	Country	USA	Host	Tissue_Specimen_Source	Collection_Date	BioSample	BioProject	GenBank_Title	date	country	strain	virus	accession	latitude	longitude	segment
EU574046.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007001292	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Kenya: Meru South district	Kenya		bovine		31-Jan-2007			Rift Valley fever virus strain 2007001292 segment M, complete sequence	2007-01-31	Kenya	2007001292	rvf	EU574046.1	0.0236	37.9062	m
DQ380212.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	74HB59	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Central African Republic	Central African Republic		Homo sapiens	human sera	1974			Rift Valley fever virus strain 74HB59 segment M, complete sequence	1974	Central African Republic	74HB59	rvf	DQ380212.1	6.6111	20.9394	m
OM744366.1	Rift Valley fever virus	GenBank			Juma,J.A., Limbaso,S.K. and Oyola,S.O.	Animal and Human Health, International Livestock Research Institute, Naivasha Road, Nairobi P. O. Box 30709-00100, Kenya		20-MAR-2022	DVS-321	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3884	complete		M		Kenya: Kiambu	Kenya		Bos taurus		15-Jul-2021			Rift Valley fever virus strain DVS-321 segment M, complete sequence	2021-07-15	Kenya	DVS-321	rvf	OM744366.1	0.0236	37.9062	m
JF311385.1	Rift Valley fever virus	GenBank			Carroll,S.A., Reynes,J.-M., Khristova,M.L., Andriamandimby,S.F., Rollin,P.E. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		16-JUN-2011	200803170	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Madagascar: Manjakandriana	Madagascar		bovine		Mar-2008			Rift Valley fever virus strain 200803170 segment M, complete sequence	2008-03	Madagascar	200803170	rvf	JF311385.1	-18.7669	46.8691	m
KY126694.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA275/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA275/10 segment M, complete sequence	2010	South Africa	SA275/10	rvf	KY126694.1	-30.5595	22.9375	m
MG659795.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1224/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1224/10 segment M, complete sequence	2010	South Africa	SA1224/10	rvf	MG659795.1	-30.5595	22.9375	m
MG659750.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU126/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SPU126/10 segment M, complete sequence	2010	South Africa	SPU126/10	rvf	MG659750.1	-30.5595	22.9375	m
KY126708.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU86/09	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		bovine		2009			Rift Valley fever virus isolate SPU86/09 segment M, complete sequence	2009	South Africa	SPU86/09	rvf	KY126708.1	-30.5595	22.9375	m
KX096939.1	Rift Valley fever virus	GenBank			Shivanna,V., McDowell,C., Wilson,W.C. and Richt,J.A.	Diagnostic Medicine and Pathobiology, Kansas State University, 1800 Denison Ave Mosier Hall, Manhattan, KS 66506, USA		13-JUL-2016	Kenya-128b-15	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Kenya: Garissa district	Kenya		Aedes ochraceus		2006			Rift Valley fever virus strain Kenya-128b-15 segment M, complete sequence	2006	Kenya	Kenya-128b-15	rvf	KX096939.1	0.0236	37.9062	m
KY126698.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1094/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1094/10 segment M, complete sequence	2010	South Africa	SA1094/10	rvf	KY126698.1	-30.5595	22.9375	m
MG659763.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA336/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA336/10 segment M, complete sequence	2010	South Africa	SA336/10	rvf	MG659763.1	-30.5595	22.9375	m
MG659789.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1092/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1092/10 segment M, complete sequence	2010	South Africa	SA1092/10	rvf	MG659789.1	-30.5595	22.9375	m
MG659788.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1081/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1081/10 segment M, complete sequence	2010	South Africa	SA1081/10	rvf	MG659788.1	-30.5595	22.9375	m
MG659793.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1143/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1143/10 segment M, complete sequence	2010	South Africa	SA1143/10	rvf	MG659793.1	-30.5595	22.9375	m
MG659813.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	S35	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Kenya	Kenya		ovine		1972			Rift Valley fever virus isolate S35 segment M, complete sequence	1972	Kenya	S35	rvf	MG659813.1	0.0236	37.9062	m
KY126702.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA494/11	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2011			Rift Valley fever virus isolate SA494/11 segment M, complete sequence	2011	South Africa	SA494/11	rvf	KY126702.1	-30.5595	22.9375	m
PP541457.1	Rift Valley fever virus	GenBank			Sene,O.	Virology, Institut Pasteur, Dakar, 30, Avenue Pasteur, Dakar 220, Senegal		27-OCT-2024	SH409425	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Senegal	Senegal		Homo sapiens		17-Nov-2022			Rift Valley fever virus isolate SH409425 segment M, complete sequence	2022-11-17	Senegal	SH409425	rvf	PP541457.1	14.4974	-14.4524	m
MG649057.1	Rift Valley fever virus	GenBank			Bi,Y., Gary,W., Wang,B., Li,L. and Zeng,H.	CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Center for Influenza Research and Early-warning (CASCIRE), Chinese Academy of Sciences, No. 1 West Beichen Road, Beijing 100101, China		30-DEC-2018	RVFV-BJ01-Urine-11d/2016	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3882	complete		M		China: Beijing	China		Homo sapiens	urine	26-Jun-2016			Rift Valley fever virus isolate RVFV-BJ01-Urine-11d/2016 segment M, complete sequence	2016-06-26	China	RVFV-BJ01-Urine-11d/2016	rvf	MG649057.1	35.8617	104.1954	m
HQ009512.1	Rift Valley fever virus	GenBank			Grobbekaar,A., Paweska,J. and Swanepoel,R.	Special Pathogens Unit, NICD, 1 Modderfontein Road, Johannesburg, Gauteng 2131, South Africa		30-JUN-2011	M48/08	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Madagascar	Madagascar		bovine		2008			Rift Valley fever virus isolate M48/08 segment M, complete sequence	2008	Madagascar	M48/08	rvf	HQ009512.1	-18.7669	46.8691	m
MG659759.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA257/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA257/10 segment M, complete sequence	2010	South Africa	SA257/10	rvf	MG659759.1	-30.5595	22.9375	m
JQ820488.1	Rift Valley fever virus	GenBank			Aradaib,I.E., Erickson,B.R., Khristova,M.L., Karsany,M.E., Elageb,R.M., Elkhidir,I.M., Elbashir,M.I. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		26-JAN-2013	Sudan 85-2010	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Sudan: Gezira State	Sudan		Homo sapiens	human sera	Oct-2010			Rift Valley fever virus strain Sudan 85-2010 segment M, complete sequence	2010-10	Sudan	Sudan 85-2010	rvf	JQ820488.1	12.8628	30.2176	m
MG659747.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA106/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA106/10 segment M, complete sequence	2010	South Africa	SA106/10	rvf	MG659747.1	-30.5595	22.9375	m
MG659736.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU68/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SPU68/10 segment M, complete sequence	2010	South Africa	SPU68/10	rvf	MG659736.1	-30.5595	22.9375	m
MG659811.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA579/11	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Namibia	Namibia		Homo sapiens		2011			Rift Valley fever virus isolate SA579/11 segment M, complete sequence	2011	Namibia	SA579/11	rvf	MG659811.1	-22.9576	18.4904	m
KY126695.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA276/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA276/10 segment M, complete sequence	2010	South Africa	SA276/10	rvf	KY126695.1	-30.5595	22.9375	m
KY126710.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	Ar74	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Aedes circumluteolus		1955			Rift Valley fever virus isolate Ar74 segment M, complete sequence	1955	South Africa	Ar74	rvf	KY126710.1	-30.5595	22.9375	m
MG659797.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1329/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1329/10 segment M, complete sequence	2010	South Africa	SA1329/10	rvf	MG659797.1	-30.5595	22.9375	m
EU574053.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007000223	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Kenya: Maragua district	Kenya		bovine		16-Jan-2007			Rift Valley fever virus strain 2007000223 segment M, complete sequence	2007-01-16	Kenya	2007000223	rvf	EU574053.1	0.0236	37.9062	m
DQ380189.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	SA-75	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa: Randfontein	South Africa		Homo sapiens	human sera	1975			Rift Valley fever virus strain SA-75 segment M, complete sequence	1975	South Africa	SA-75	rvf	DQ380189.1	-30.5595	22.9375	m
MG659767.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA395/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA395/10 segment M, complete sequence	2010	South Africa	SA395/10	rvf	MG659767.1	-30.5595	22.9375	m
MG659796.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1282/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1282/10 segment M, complete sequence	2010	South Africa	SA1282/10	rvf	MG659796.1	-30.5595	22.9375	m
ON060800.1	Rift Valley fever virus	GenBank			Nyakarahuka,L., Whitmer,S., Klena,J., Balinandi,S.K., Talundzic,E., Alex,T., Jackson,K., Mulei,S., Patel,K., Baluku,J., Grace,A.G., Diana,N., Kamugisha,K., Cossaboom,C., Whitesell,A., Carson,T., Graziano,J., Montomery,J., Stuart,N., Lutwama,J. and Shoemaker,T.R.	VSPB, CDC, 1600 Clifton Road, Atlanta, GA 30333, USA		25-MAR-2023	201902745_M|Uganda|2018	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3883	complete		M		Uganda	Uganda		Homo sapiens		2018			Rift Valley fever virus isolate 201902745_M|Uganda|2018 glycoprotein-like gene, complete sequence	2018	Uganda	201902745_M|Uganda|2018	rvf	ON060800.1	1.3733	32.2903	m
MG659735.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA62/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA62/10 segment M, complete sequence	2010	South Africa	SA62/10	rvf	MG659735.1	-30.5595	22.9375	m
DQ380215.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	ANK-3837	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Guinea	Guinea		Hipposideros caffer (bat)		1981			Rift Valley fever virus strain ANK-3837 segment M, complete sequence	1981	Guinea	ANK-3837	rvf	DQ380215.1	9.9456	-9.6966	m
OR805806.1	Rift Valley fever virus	GenBank			Chabert,M., Vattipally,S., Nomikou,K., da Silva Filipe,A., Lacote,S., Marianneau,P., Cetre-Sossah,C., Arnaud,F. and Ratinier,M.	IVPC UMR754, EPHE - PSL, INRAE, Universite Claude Bernard Lyon1, 50 Avenue Tony Garnier, Lyon 69007, France		30-MAY-2024	ZH548	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Egypt	Egypt		Homo sapiens	serum	1977			Rift Valley fever virus strain ZH548 segment M, complete sequence	1977	Egypt	ZH548	rvf	OR805806.1	26.8206	30.8025	m
MG659765.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA377/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA377/10 segment M, complete sequence	2010	South Africa	SA377/10	rvf	MG659765.1	-30.5595	22.9375	m
JF311382.1	Rift Valley fever virus	GenBank			Carroll,S.A., Reynes,J.-M., Khristova,M.L., Andriamandimby,S.F., Rollin,P.E. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		16-JUN-2011	200803167	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Madagascar: Antananarivo	Madagascar		bovine		Feb-1991			Rift Valley fever virus strain 200803167 segment M, complete sequence	1991-02	Madagascar	200803167	rvf	JF311382.1	-18.7669	46.8691	m
DQ380218.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	Hv-B375	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Central African Republic: Abaki	Central African Republic		Homo sapiens	human sera	1985			Rift Valley fever virus strain Hv-B375 segment M, complete sequence	1985	Central African Republic	Hv-B375	rvf	DQ380218.1	6.6111	20.9394	m
MG659769.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA420/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA420/10 segment M, complete sequence	2010	South Africa	SA420/10	rvf	MG659769.1	-30.5595	22.9375	m
JF311378.1	Rift Valley fever virus	GenBank			Carroll,S.A., Reynes,J.-M., Khristova,M.L., Andriamandimby,S.F., Rollin,P.E. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		16-JUN-2011	200803163	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Madagascar: Anjozorobe	Madagascar		Homo sapiens		Feb-2008			Rift Valley fever virus strain 200803163 segment M, complete sequence	2008-02	Madagascar	200803163	rvf	JF311378.1	-18.7669	46.8691	m
MG659786.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA918/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA918/10 segment M, complete sequence	2010	South Africa	SA918/10	rvf	MG659786.1	-30.5595	22.9375	m
DQ380187.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	ARD-38388	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Burkina Faso	Burkina Faso		Aedes cuminsi		1983			Rift Valley fever virus strain ARD-38388 segment M, complete sequence	1983	Burkina Faso	ARD-38388	rvf	DQ380187.1	12.2383	-1.5616	m
MG659818.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	HD21955	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Senegal	Senegal		Homo sapiens		1975			Rift Valley fever virus isolate HD21955 segment M, complete sequence	1975	Senegal	HD21955	rvf	MG659818.1	14.4974	-14.4524	m
DQ380200.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	ZH-501	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Egypt: Sharqiya	Egypt		Homo sapiens	human sera	1977			Rift Valley fever virus strain ZH-501 segment M, complete sequence	1977	Egypt	ZH-501	rvf	DQ380200.1	26.8206	30.8025	m
EU574033.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007003644	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Kenya: Baringo district	Kenya		ovine		07-Feb-2007			Rift Valley fever virus strain 2007003644 segment M, complete sequence	2007-02-07	Kenya	2007003644	rvf	EU574033.1	0.0236	37.9062	m
DQ380207.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	ZC-3349	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Egypt: Asyut	Egypt		bovine		1978			Rift Valley fever virus strain ZC-3349 segment M, complete sequence	1978	Egypt	ZC-3349	rvf	DQ380207.1	26.8206	30.8025	m
JF311379.1	Rift Valley fever virus	GenBank			Carroll,S.A., Reynes,J.-M., Khristova,M.L., Andriamandimby,S.F., Rollin,P.E. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		16-JUN-2011	200803164	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Madagascar: Ankazobe	Madagascar		Homo sapiens		Mar-2008			Rift Valley fever virus strain 200803164 segment M, complete sequence	2008-03	Madagascar	200803164	rvf	JF311379.1	-18.7669	46.8691	m
PP541454.1	Rift Valley fever virus	GenBank			Sene,O.	Virology, Institut Pasteur, Dakar, 30, Avenue Pasteur, Dakar 220, Senegal		27-OCT-2024	SH409226	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	3885	complete		M		Senegal	Senegal		Homo sapiens		11-Nov-2022			Rift Valley fever virus isolate SH409226 segment M, complete sequence	2022-11-11	Senegal	SH409226	rvf	PP541454.1	14.4974	-14.4524	m
