Accession	Organism_Name	GenBank_RefSeq	Assembly	SRA_Accession	Submitters	Organization	Org_location	Release_Date	Isolate	Species	Genus	Family	Molecule_type	Length	Nuc_Completeness	Genotype	Segment	Publications	Geo_Location	Country	USA	Host	Tissue_Specimen_Source	Collection_Date	BioSample	BioProject	GenBank_Title	date	country	strain	virus	accession	latitude	longitude	segment
DQ380156.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	Entebbe	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Uganda	Uganda		mosquito		1944			Rift Valley fever virus strain Entebbe segment S, complete sequence	1944	Uganda	Entebbe	rvf	DQ380156.1	1.3733	32.2903	s
JF311393.1	Rift Valley fever virus	GenBank			Carroll,S.A., Reynes,J.-M., Khristova,M.L., Andriamandimby,S.F., Rollin,P.E. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		16-JUN-2011	200803169	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Madagascar: Antsirabe	Madagascar		bovine		Feb-2008			Rift Valley fever virus strain 200803169 segment S, complete sequence	2008-02	Madagascar	200803169	rvf	JF311393.1	-18.7669	46.8691	s
EU574059.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007003644	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya: Baringo district	Kenya		ovine		07-Feb-2007			Rift Valley fever virus strain 2007003644 segment S, complete sequence	2007-02-07	Kenya	2007003644	rvf	EU574059.1	0.0236	37.9062	s
EU312118.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	B314KEN62	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya	Kenya				1962			Rift Valley fever virus strain B314KEN62 segment S, complete sequence	1962	Kenya	B314KEN62	rvf	EU312118.1	0.0236	37.9062	s
EU312114.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	Ar20368RSA81	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Culex zombaensis (mosquito)		1981			Rift Valley fever virus strain Ar20368RSA81 segment S, complete sequence	1981	South Africa	Ar20368RSA81	rvf	EU312114.1	-30.5595	22.9375	s
MG649058.1	Rift Valley fever virus	GenBank			Bi,Y., Gary,W., Wang,B., Li,L. and Zeng,H.	CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Center for Influenza Research and Early-warning (CASCIRE), Chinese Academy of Sciences, No. 1 West Beichen Road, Beijing 100101, China		30-DEC-2018	RVFV-BJ01-Sera-6d/2016	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		China: Beijing	China		Homo sapiens	serum	21-Jun-2016			Rift Valley fever virus isolate RVFV-BJ01-Sera-6d/2016 segment S, complete sequence	2016-06-21	China	RVFV-BJ01-Sera-6d/2016	rvf	MG649058.1	35.8617	104.1954	s
MG659935.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA336/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA336/10 segment S, complete sequence	2010	South Africa	SA336/10	rvf	MG659935.1	-30.5595	22.9375	s
EU312119.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	B1143KEN77	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya	Kenya				1977			Rift Valley fever virus strain B1143KEN77 segment S, complete sequence	1977	Kenya	B1143KEN77	rvf	EU312119.1	0.0236	37.9062	s
MG659909.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA71/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA71/10 segment S, complete sequence	2010	South Africa	SA71/10	rvf	MG659909.1	-30.5595	22.9375	s
EU312143.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	SPU2220KEN07	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya	Kenya		Homo sapiens		2007			Rift Valley fever virus strain SPU2220KEN07 segment S, complete sequence	2007	Kenya	SPU2220KEN07	rvf	EU312143.1	0.0236	37.9062	s
PP541455.1	Rift Valley fever virus	GenBank			Sene,O.	Virology, Institut Pasteur, Dakar, 30, Avenue Pasteur, Dakar 220, Senegal		27-OCT-2024	SH409226	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1671	complete		S		Senegal	Senegal		Homo sapiens		11-Nov-2022			Rift Valley fever virus isolate SH409226 segment S, complete sequence	2022-11-11	Senegal	SH409226	rvf	PP541455.1	14.4974	-14.4524	s
DQ380179.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	OS-9	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Mauritania	Mauritania		Homo sapiens	human sera	1987			Rift Valley fever virus strain OS-9 segment S, complete sequence	1987	Mauritania	OS-9	rvf	DQ380179.1	21.0079	-10.9408	s
MG659933.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA317/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA317/10 segment S, complete sequence	2010	South Africa	SA317/10	rvf	MG659933.1	-30.5595	22.9375	s
MG659906.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU59/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SPU59/10 segment S, complete sequence	2010	South Africa	SPU59/10	rvf	MG659906.1	-30.5595	22.9375	s
MG659911.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA79/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA79/10 segment S, complete sequence	2010	South Africa	SA79/10	rvf	MG659911.1	-30.5595	22.9375	s
MG659945.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA484/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA484/10 segment S, complete sequence	2010	South Africa	SA484/10	rvf	MG659945.1	-30.5595	22.9375	s
EU574084.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007000223	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya: Maragua district	Kenya		bovine		16-Jan-2007			Rift Valley fever virus strain 2007000223 segment S, complete sequence	2007-01-16	Kenya	2007000223	rvf	EU574084.1	0.0236	37.9062	s
OP146106.1	Rift Valley fever virus	GenBank			Mlingo,T.A.M., Beeton-Kempen,N., Mokoena,N.B., Lebea,P.J. and Nthangeni,M.B.	Research and Development: Virology, Onderstepoort Biological Products Soc Ltd, 100 Old Soutpan Road, Pretoria, Gauteng 0110, South Africa		29-MAR-2023	RSA/OBP/RVFVClone13/LAV	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1141	complete		S		Central African Republic	Central African Republic				1974	SAMN29826206	PRJNA756858	Rift Valley fever virus strain RSA/OBP/RVFVClone13/LAV clone 13 segment S, complete sequence	1974	Central African Republic	RSA/OBP/RVFVClone13/LAV	rvf	OP146106.1	6.6111	20.9394	s
JF326199.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control & Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		08-FEB-2012	2007000245	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya	Kenya		mosquito		29-Dec-2006			Rift Valley fever virus strain 2007000245 segment S, complete sequence	2006-12-29	Kenya	2007000245	rvf	JF326199.1	0.0236	37.9062	s
EU574083.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007000224	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya: Maragua district	Kenya		bovine		16-Jan-2007			Rift Valley fever virus strain 2007000224 segment S, complete sequence	2007-01-16	Kenya	2007000224	rvf	EU574083.1	0.0236	37.9062	s
MG659979.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA327/11	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2011			Rift Valley fever virus isolate SA327/11 segment S, complete sequence	2011	South Africa	SA327/11	rvf	MG659979.1	-30.5595	22.9375	s
EU312137.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	ZH501EGY77	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Egypt	Egypt		Homo sapiens		1977			Rift Valley fever virus strain ZH501EGY77 segment S, complete sequence	1977	Egypt	ZH501EGY77	rvf	EU312137.1	26.8206	30.8025	s
MG659988.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	VRL1290/78	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Zimbabwe	Zimbabwe		bovine		1978			Rift Valley fever virus isolate VRL1290/78 segment S, complete sequence	1978	Zimbabwe	VRL1290/78	rvf	MG659988.1	-19.0154	29.1549	s
MG659987.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	VRL1217/78	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Zimbabwe	Zimbabwe		ovine		1978			Rift Valley fever virus isolate VRL1217/78 segment S, complete sequence	1978	Zimbabwe	VRL1217/78	rvf	MG659987.1	-19.0154	29.1549	s
DQ380182.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		31-JAN-2007		Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1141	complete		S		Central African Republic	Central African Republic			plaque pick of RVFV 74HB59	1974			Rift Valley fever virus clone 13 segment S, complete sequence	1974	Central African Republic	DQ380182.1	rvf	DQ380182.1	6.6111	20.9394	s
MG649059.1	Rift Valley fever virus	GenBank			Bi,Y., Gary,W., Wang,B., Li,L. and Zeng,H.	CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Center for Influenza Research and Early-warning (CASCIRE), Chinese Academy of Sciences, No. 1 West Beichen Road, Beijing 100101, China		30-DEC-2018	RVFV-BJ01-Sera-7d/2016	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		China: Beijing	China		Homo sapiens	serum	22-Jun-2016			Rift Valley fever virus isolate RVFV-BJ01-Sera-7d/2016 segment S, complete sequence	2016-06-22	China	RVFV-BJ01-Sera-7d/2016	rvf	MG649059.1	35.8617	104.1954	s
DQ380173.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	2269/74	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Zimbabwe: Sinoia	Zimbabwe		bovine		1974			Rift Valley fever virus strain 2269/74 segment S, complete sequence	1974	Zimbabwe	2269/74	rvf	DQ380173.1	-19.0154	29.1549	s
DQ380168.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	1853/78	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Zimbabwe: Sinoia	Zimbabwe		bovine	fetus	1978			Rift Valley fever virus strain 1853/78 segment S, complete sequence	1978	Zimbabwe	1853/78	rvf	DQ380168.1	-19.0154	29.1549	s
MT561462.1	Rift Valley fever virus	GenBank			Capobianco Dondona,A., Aschenborn,O., Pinoni,C., Di Gialleonardo,L., Maseke,A., Bortone,G., Polci,A., Scacchia,M., Molini,U. and Monaco,M.	Viral Exotic Diseases, Istituto Zooprofilattico Sperimentale 'G. Caporale', Campo Boario, Teramo, Abruzzo 64100, Italy		05-MAY-2021	Namibia_2011	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Namibia	Namibia		springbok		30-Jul-2011			Rift Valley fever virus isolate Namibia_2011 segment S, complete sequence	2011-07-30	Namibia	Namibia_2011	rvf	MT561462.1	-22.9576	18.4904	s
OR972328.1	Rift Valley fever virus	GenBank			Kimita,G., Lemtudo,A.P., Awinda,G.O., Mutai,B.K. and Waitumbi,J.N.	Basic Science Laboratory, WRAIR-Africa, Kisumu - Kakamega Highway, Kisumu 40100, Kenya		25-DEC-2023	AFI-MGT-989	Phlebovirus riftense	Phlebovirus	Phenuiviridae	viral cRNA	1684	complete		S		Kenya: Baringo, Marigat, Sintaan	Kenya		Homo sapiens	plasma	2018-07-16			Rift Valley fever virus isolate AFI-MGT-989 segment S, complete sequence	2018-07-16	Kenya	AFI-MGT-989	rvf	OR972328.1	0.0236	37.9062	s
MG659985.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	S35	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Kenya	Kenya		ovine		1972			Rift Valley fever virus isolate S35 segment S, complete sequence	1972	Kenya	S35	rvf	MG659985.1	0.0236	37.9062	s
MT561459.1	Rift Valley fever virus	GenBank			Monaco,F., Pinoni,C., Cosseddu,G.M., Siegfried,K., Kudakwashe,M., Paolo,C., Umberto,M., Alec,B., Annamaria,C., Massimo,S. and Rossella,L.	Viral Exotic Diseases, Istituto Zooprofilattico Sperimentale 'G. Caporale', Campo Boario, Teramo, Abruzzo 64100, Italy		05-MAY-2021	Namibia_2010	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Namibia	Namibia		ovine		30-Jul-2010			Rift Valley fever virus isolate Namibia_2010 segment S, complete sequence	2010-07-30	Namibia	Namibia_2010	rvf	MT561459.1	-22.9576	18.4904	s
DQ380145.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	ZS-6365	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Egypt: Gharbiya	Egypt		sheep		1979			Rift Valley fever virus strain ZS-6365 segment S, complete sequence	1979	Egypt	ZS-6365	rvf	DQ380145.1	26.8206	30.8025	s
DQ380181.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	ARD-38388	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Burkina Faso	Burkina Faso		Aedes cuminsi		1983			Rift Valley fever virus strain ARD-38388 segment S, complete sequence	1983	Burkina Faso	ARD-38388	rvf	DQ380181.1	12.2383	-1.5616	s
MG659957.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA770/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA770/10 segment S, complete sequence	2010	South Africa	SA770/10	rvf	MG659957.1	-30.5595	22.9375	s
JQ820473.1	Rift Valley fever virus	GenBank			Aradaib,I.E., Erickson,B.R., Khristova,M.L., Karsany,M.E., Elageb,R.M., Elkhidir,I.M., Elbashir,M.I. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		26-JAN-2013	Sudan 4-2010	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		Sudan: Gezira State	Sudan		Homo sapiens	human sera	Oct-2010			Rift Valley fever virus strain Sudan 4-2010 segment S, complete sequence	2010-10	Sudan	Sudan 4-2010	rvf	JQ820473.1	12.8628	30.2176	s
OM744405.1	Rift Valley fever virus	GenBank			Borrego,B. and Brun,A.	Centro Investigacion Sanidad Animal, INIA/CSIC, Carretera Algete-El Casar, Valdeolmos, Madrid 28130, Spain		16-JUL-2022	40Fp8	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Spain	Spain				21-Jun-2016			Rift Valley fever virus isolate 40Fp8 segment S, complete sequence	2016-06-21	Spain	40Fp8	rvf	OM744405.1	40.4637	-3.7492	s
MG659941.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA420/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA420/10 segment S, complete sequence	2010	South Africa	SA420/10	rvf	MG659941.1	-30.5595	22.9375	s
EU574079.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007000608	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Kenya: Meru South district	Kenya		bovine		29-Jan-2007			Rift Valley fever virus strain 2007000608 segment S, complete sequence	2007-01-29	Kenya	2007000608	rvf	EU574079.1	0.0236	37.9062	s
MG659924.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA135/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA135/10 segment S, complete sequence	2010	South Africa	SA135/10	rvf	MG659924.1	-30.5595	22.9375	s
MG659929.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA226/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA226/10 segment S, complete sequence	2010	South Africa	SA226/10	rvf	MG659929.1	-30.5595	22.9375	s
EU312131.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	VRL825ZIM79	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Zimbabwe	Zimbabwe		bovine	fetus	1979			Rift Valley fever virus strain VRL825ZIM79 segment S, complete sequence	1979	Zimbabwe	VRL825ZIM79	rvf	EU312131.1	-19.0154	29.1549	s
MG659947.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA535/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA535/10 segment S, complete sequence	2010	South Africa	SA535/10	rvf	MG659947.1	-30.5595	22.9375	s
EU312112.1	Rift Valley fever virus	GenBank			Aitken,S.C., Paweska,J.T. and Grobbelaar,A.	Special Pathogens Unit, National Institute for Communicable Diseases, Private Bag X4, Sandringham, Johannesburg, Gauteng 2131, South Africa		30-NOV-2009	Ar811MAD79	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		Madagascar	Madagascar		mosquito		1979			Rift Valley fever virus strain Ar811MAD79 segment S, complete sequence	1979	Madagascar	Ar811MAD79	rvf	EU312112.1	-18.7669	46.8691	s
MG659926.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA206/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA206/10 segment S, complete sequence	2010	South Africa	SA206/10	rvf	MG659926.1	-30.5595	22.9375	s
MG659943.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA472/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1690	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA472/10 segment S, complete sequence	2010	South Africa	SA472/10	rvf	MG659943.1	-30.5595	22.9375	s
MG659907.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA62/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1691	complete		S		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA62/10 segment S, complete sequence	2010	South Africa	SA62/10	rvf	MG659907.1	-30.5595	22.9375	s
OR528952.1	Rift Valley fever virus	GenBank			Becquart,P., Kombila,L., Mebaley,T.N., Paupy,C., Garcia,D., Nesi,N., Vanhomwegen,J., Mombo,I.M., Piro-Megy,C., Fritz,M., Lenguiya,L.H., Leroy,E.M., N'Dilimabaka,N., Maganga,G.D. and Cetre-Sossah,C.	BIOS, CIRAD, Campus International de Baillarguet, Montpellier 34398, France		26-FEB-2024	2019/Sample-120	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	1681	complete		S		Gabon: Zoula	Gabon		Philantomba monticola	liver/spleen	02-Jul-2019			Rift Valley fever virus strain 2019/Sample-120 segment S, complete sequence	2019-07-02	Gabon	2019/Sample-120	rvf	OR528952.1	-0.8037	11.6094	s
