Accession	Organism_Name	GenBank_RefSeq	Assembly	SRA_Accession	Submitters	Organization	Org_location	Release_Date	Isolate	Species	Genus	Family	Molecule_type	Length	Nuc_Completeness	Genotype	Segment	Publications	Geo_Location	Country	USA	Host	Tissue_Specimen_Source	Collection_Date	BioSample	BioProject	GenBank_Title	date	country	strain	virus	accession	latitude	longitude	segment
KY126676.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA354/11	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2011			Rift Valley fever virus isolate SA354/11 segment L, complete sequence	2011	South Africa	SA354/11	rvf	KY126676.1	-30.5595	22.9375	l
EU574011.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007002445	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Kenya: Meru Central district	Kenya		bovine		05-Feb-2007			Rift Valley fever virus strain 2007002445 segment L, complete sequence	2007-02-05	Kenya	2007002445	rvf	EU574011.1	0.0236	37.9062	l
MZ513013.1	Rift Valley fever virus	GenBank			Bob,N.S., Diagne,M.M., Faye,M., Ndione,M.H.D., Diallo,A., Diop,M., Loucoubar,C., Faye,O., Fall,G. and Faye,O.	Virology, Institut Pasteur de Dakar, 36 Avenue Pasteur, Dakar 221, Senegal		04-MAR-2022	SH328056	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6292	complete		L		Senegal	Senegal		Homo sapiens	serum	2020			Rift Valley fever virus isolate SH328056 nonfunctional polymerase gene, complete sequence	2020	Senegal	SH328056	rvf	MZ513013.1	14.4974	-14.4524	l
KJ782457.1	Rift Valley fever virus	GenBank			Nakoune,E., Berthet,N. and Kazanji,M.	Department of virology, Institut Pasteur, 28 rue du docteur Roux, Paris, IDF 75724, France		02-MAY-2016	ArB1986	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Central African Republic: Loko	Central African Republic		Aedes palpalis		12-Jun-1969			Rift Valley fever virus strain ArB1986 segment L, complete sequence	1969-06-12	Central African Republic	ArB1986	rvf	KJ782457.1	6.6111	20.9394	l
MG659861.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA535/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA535/10 segment L, complete sequence	2010	South Africa	SA535/10	rvf	MG659861.1	-30.5595	22.9375	l
EU574023.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007000608	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Kenya: Meru South district	Kenya		bovine		29-Jan-2007			Rift Valley fever virus strain 2007000608 segment L, complete sequence	2007-01-29	Kenya	2007000608	rvf	EU574023.1	0.0236	37.9062	l
JF311369.1	Rift Valley fever virus	GenBank			Carroll,S.A., Reynes,J.-M., Khristova,M.L., Andriamandimby,S.F., Rollin,P.E. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		16-JUN-2011	200803163	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Madagascar: Anjozorobe	Madagascar		Homo sapiens		Feb-2008			Rift Valley fever virus strain 200803163 segment L, complete sequence	2008-02	Madagascar	200803163	rvf	JF311369.1	-18.7669	46.8691	l
MG659839.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA165/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA165/10 segment L, complete sequence	2010	South Africa	SA165/10	rvf	MG659839.1	-30.5595	22.9375	l
DQ375428.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	SA-75	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa: Randfontein	South Africa			human sera	1975			Rift Valley fever virus strain SA-75 segment L, complete sequence	1975	South Africa	SA-75	rvf	DQ375428.1	-30.5595	22.9375	l
KY126666.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA129/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA129/10 segment L, complete sequence	2010	South Africa	SA129/10	rvf	KY126666.1	-30.5595	22.9375	l
KX096938.1	Rift Valley fever virus	GenBank			Shivanna,V., McDowell,C., Wilson,W.C. and Richt,J.A.	Diagnostic Medicine and Pathobiology, Kansas State University, 1800 Denison Ave Mosier Hall, Manhattan, KS 66506, USA		13-JUL-2016	Kenya-128b-15	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Kenya: Garissa district	Kenya		Aedes ochraceus		2006			Rift Valley fever virus strain Kenya-128b-15 segment L, complete sequence	2006	Kenya	Kenya-128b-15	rvf	KX096938.1	0.0236	37.9062	l
MG659820.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU59/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SPU59/10 segment L, complete sequence	2010	South Africa	SPU59/10	rvf	MG659820.1	-30.5595	22.9375	l
OM744379.1	Rift Valley fever virus	GenBank			Juma,J.A., Limbaso,S.K. and Oyola,S.O.	Animal and Human Health, International Livestock Research Institute, Naivasha Road, Nairobi P. O. Box 30709-00100, Kenya		20-MAR-2022	DVS-372	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6400	complete		L		Kenya: Kiambu	Kenya		Bos taurus		15-Jul-2021			Rift Valley fever virus strain DVS-372 segment L, complete sequence	2021-07-15	Kenya	DVS-372	rvf	OM744379.1	0.0236	37.9062	l
EU574028.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007000222	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Kenya: Maragua district	Kenya		bovine		16-Jan-2007			Rift Valley fever virus strain 2007000222 segment L, complete sequence	2007-01-16	Kenya	2007000222	rvf	EU574028.1	0.0236	37.9062	l
JF326189.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control & Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		08-FEB-2012	2007000323	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Tanzania	Tanzania		Homo sapiens		Feb-2007			Rift Valley fever virus strain 2007000323 segment L, complete sequence	2007-02	Tanzania	2007000323	rvf	JF326189.1	-6.369	34.8888	l
MG659896.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA389/11	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2011			Rift Valley fever virus isolate SA389/11 segment L, complete sequence	2011	South Africa	SA389/11	rvf	MG659896.1	-30.5595	22.9375	l
KX096941.1	Rift Valley fever virus	GenBank			Shivanna,V., McDowell,C., Wilson,W.C. and Richt,J.A.	Diagnostic Medicine and Pathobiology, Kansas State University, 1800 Denison Ave Mosier Hall, Manhattan, KS 66506, USA		13-JUL-2016	SA01-1322	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Saudi Arabia	Saudi Arabia		Aedes vexans arabiensis		2001			Rift Valley fever virus strain SA01-1322 segment L, complete sequence	2001	Saudi Arabia	SA01-1322	rvf	KX096941.1	23.8859	45.0792	l
JQ068144.1	Rift Valley fever virus	GenBank			Potgieter,C.A., Smith,S.J. and Kortekaas,J.	Virology, Central Veterinary Institute of Wageningen University and Research Centre, Edelhertweg 15, Lelystad, Flevoland 8219 PH, The Netherlands		24-MAR-2012	Kakamas	Phlebovirus riftense	Phlebovirus	Phenuiviridae	viral cRNA	6404	complete		L		South Africa	South Africa		sheep	blood	Oct-2009			Rift Valley fever virus segment L, complete sequence	2009-10	South Africa	Kakamas	rvf	JQ068144.1	-30.5595	22.9375	l
EU574008.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007002820	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Kenya: Garissa district	Kenya		Syncerus caffer (buffalo)		09-Feb-2007			Rift Valley fever virus strain 2007002820 segment L, complete sequence	2007-02-09	Kenya	2007002820	rvf	EU574008.1	0.0236	37.9062	l
KY126678.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU77/04	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Namibia	Namibia		Homo sapiens		2004			Rift Valley fever virus isolate SPU77/04 segment L, complete sequence	2004	Namibia	SPU77/04	rvf	KY126678.1	-22.9576	18.4904	l
KY126689.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU52/99/1	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		African buffalo		1999			Rift Valley fever virus isolate SPU52/99/1 segment L, complete sequence	1999	South Africa	SPU52/99/1	rvf	KY126689.1	-30.5595	22.9375	l
MG659845.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA257/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA257/10 segment L, complete sequence	2010	South Africa	SA257/10	rvf	MG659845.1	-30.5595	22.9375	l
MG659838.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA135/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA135/10 segment L, complete sequence	2010	South Africa	SA135/10	rvf	MG659838.1	-30.5595	22.9375	l
DQ375411.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	ZH-1776	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Egypt: Gharbiya	Egypt			human sera	1978			Rift Valley fever virus strain ZH-1776 segment L, complete sequence	1978	Egypt	ZH-1776	rvf	DQ375411.1	26.8206	30.8025	l
MG659877.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1095/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1095/10 segment L, complete sequence	2010	South Africa	SA1095/10	rvf	MG659877.1	-30.5595	22.9375	l
MG649053.1	Rift Valley fever virus	GenBank			Bi,Y., Gary,W., Wang,B., Li,L. and Zeng,H.	CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Center for Influenza Research and Early-warning (CASCIRE), Chinese Academy of Sciences, No. 1 West Beichen Road, Beijing 100101, China		30-DEC-2018	RVFV-BJ01-Urine-11d/2016	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6389	complete		L		China: Beijing	China		Homo sapiens	urine	26-Jun-2016			Rift Valley fever virus isolate RVFV-BJ01-Urine-11d/2016 segment L, complete sequence	2016-06-26	China	RVFV-BJ01-Urine-11d/2016	rvf	MG649053.1	35.8617	104.1954	l
DQ375409.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	ZM-657	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Egypt: Sharqiya	Egypt			mosquito	1978			Rift Valley fever virus strain ZM-657 segment L, complete sequence	1978	Egypt	ZM-657	rvf	DQ375409.1	26.8206	30.8025	l
MG659880.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1171/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1171/10 segment L, complete sequence	2010	South Africa	SA1171/10	rvf	MG659880.1	-30.5595	22.9375	l
MG659847.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA317/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA317/10 segment L, complete sequence	2010	South Africa	SA317/10	rvf	MG659847.1	-30.5595	22.9375	l
DQ375399.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	ARD-38388	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Burkina Faso	Burkina Faso			Aedes cuminsi	1983			Rift Valley fever virus strain ARD-38388 segment L, complete sequence	1983	Burkina Faso	ARD-38388	rvf	DQ375399.1	12.2383	-1.5616	l
EU574022.1	Rift Valley fever virus	GenBank			Bird,B.H., Githinji,J.W., Macharia,J.M., Ksiazek,T.G. and Nichol,S.T.	Special Pathogens Branch (CCID/DVRD), Centers for Disease Control and Prevention, 1600 Clifton Rd, Atlanta, GA 30333, USA		29-OCT-2008	2007000611	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Kenya: Meru South district	Kenya		bovine		29-Jan-2007			Rift Valley fever virus strain 2007000611 segment L, complete sequence	2007-01-29	Kenya	2007000611	rvf	EU574022.1	0.0236	37.9062	l
MG659902.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	VRL1290/78	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Zimbabwe	Zimbabwe		bovine		1978			Rift Valley fever virus isolate VRL1290/78 segment L, complete sequence	1978	Zimbabwe	VRL1290/78	rvf	MG659902.1	-19.0154	29.1549	l
MG649051.1	Rift Valley fever virus	GenBank			Bi,Y., Gary,W., Wang,B., Li,L. and Zeng,H.	CAS Key Laboratory of Pathogenic Microbiology and Immunology, Institute of Microbiology, Center for Influenza Research and Early-warning (CASCIRE), Chinese Academy of Sciences, No. 1 West Beichen Road, Beijing 100101, China		30-DEC-2018	RVFV-BJ01-Sera-7d/2016	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6400	complete		L		China: Beijing	China		Homo sapiens	serum	22-Jun-2016			Rift Valley fever virus isolate RVFV-BJ01-Sera-7d/2016 segment L, complete sequence	2016-06-22	China	RVFV-BJ01-Sera-7d/2016	rvf	MG649051.1	35.8617	104.1954	l
MG659825.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA79/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA79/10 segment L, complete sequence	2010	South Africa	SA79/10	rvf	MG659825.1	-30.5595	22.9375	l
JF311371.1	Rift Valley fever virus	GenBank			Carroll,S.A., Reynes,J.-M., Khristova,M.L., Andriamandimby,S.F., Rollin,P.E. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		16-JUN-2011	200803165	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Madagascar: Manjakandriana	Madagascar		Homo sapiens		Mar-2008			Rift Valley fever virus strain 200803165 segment L, complete sequence	2008-03	Madagascar	200803165	rvf	JF311371.1	-18.7669	46.8691	l
MG659875.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1092/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1092/10 segment L, complete sequence	2010	South Africa	SA1092/10	rvf	MG659875.1	-30.5595	22.9375	l
MG659901.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	VRL1217/78	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Zimbabwe	Zimbabwe		ovine		1978			Rift Valley fever virus isolate VRL1217/78 segment L, complete sequence	1978	Zimbabwe	VRL1217/78	rvf	MG659901.1	-19.0154	29.1549	l
NC_014397.1	Rift Valley fever virus	RefSeq				National Center for Biotechnology Information, NIH, Bethesda, MD 20894, USA		13-AUG-2018	ZH-548	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Egypt: Sharqiya	Egypt			human sera	1977		PRJNA485481	Rift Valley fever virus segment L, complete genome	1977	Egypt	ZH-548	rvf	NC_014397.1	26.8206	30.8025	l
MG659851.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA377/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA377/10 segment L, complete sequence	2010	South Africa	SA377/10	rvf	MG659851.1	-30.5595	22.9375	l
MG659884.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA1372/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA1372/10 segment L, complete sequence	2010	South Africa	SA1372/10	rvf	MG659884.1	-30.5595	22.9375	l
DQ375417.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		31-JAN-2007	Clone 13	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Central African Republic	Central African Republic			derived from RVFV 74HB59	1974			Rift Valley fever virus strain Clone 13 segment L, complete sequence	1974	Central African Republic	Clone 13	rvf	DQ375417.1	6.6111	20.9394	l
JF326186.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Viral Special Pathogens Branch, Centers for Disease Control & Prevention, 1600 Clifton Road, MS G-14, Atlanta, GA 30333, USA		08-FEB-2012	2007000234	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Kenya	Kenya		Homo sapiens		2007			Rift Valley fever virus strain 2007000234 segment L, complete sequence	2007	Kenya	2007000234	rvf	JF326186.1	0.0236	37.9062	l
DQ375424.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	1853/78	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Zimbabwe: Sinoia	Zimbabwe			bovine fetus	1978			Rift Valley fever virus strain 1853/78 segment L, complete sequence	1978	Zimbabwe	1853/78	rvf	DQ375424.1	-19.0154	29.1549	l
DQ375407.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		31-JAN-2007	T1	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Egypt: Sharqiya	Egypt			Culex pipiens that fed on hamster infected with RVFV ZH-501	1977			Rift Valley fever virus strain T1 segment L, complete sequence	1977	Egypt	T1	rvf	DQ375407.1	26.8206	30.8025	l
KX785332.1	Rift Valley fever virus	GenBank			Liu,L., Liu,Y., Zhang,Q., Li,C., Li,J., Liang,M. and Li,D.	National Institute of Viral Disease Control and Prevention, China CDC, No. 155 Changbai Road, Changping District, Beijing 102206, China		12-JUN-2017	RVFBJ01/2016	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		China	China		Homo sapiens		21-Jul-2016			Rift Valley fever virus isolate RVFBJ01/2016 segment L, complete sequence	2016-07-21	China	RVFBJ01/2016	rvf	KX785332.1	35.8617	104.1954	l
DQ375426.1	Rift Valley fever virus	GenBank			Bird,B.H., Khristova,M.L. and Nichol,S.T.	Special Pathogens Branch, Centers for Disease Control and Prevention, 1600 Clifton Road, Atlanta, GA 30333, USA		07-NOV-2007	763/70	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		Zimbabwe: Salisbury	Zimbabwe			bovine fetus	1970			Rift Valley fever virus strain 763/70 segment L, complete sequence	1970	Zimbabwe	763/70	rvf	DQ375426.1	-19.0154	29.1549	l
MG659832.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging Zoonotic and Parasitic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SA103/10	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		Homo sapiens		2010			Rift Valley fever virus isolate SA103/10 segment L, complete sequence	2010	South Africa	SA103/10	rvf	MG659832.1	-30.5595	22.9375	l
KY126683.1	Rift Valley fever virus	GenBank			Grobbelaar,A.A., Weyer,J., Janse van Vuuren,P. and Paweska,J.T.	Centre for Emerging and Zoonotic Diseases, National Institute for Communicable Diseases, 1 Modderfontein Road, Sandringham, Johannesburg, Gauteng 2131, South Africa		13-NOV-2020	SPU86/09	Phlebovirus riftense	Phlebovirus	Phenuiviridae	genomic RNA	6404	complete		L		South Africa	South Africa		bovine		2009			Rift Valley fever virus isolate SPU86/09 segment L, complete sequence	2009	South Africa	SPU86/09	rvf	KY126683.1	-30.5595	22.9375	l
